district_id,represented_body,boundary_regime,official_district_id,district_name,geometry_status,geometry_missing_reason,geometry_crs,geometry,geographic_name,district_display_name,name_provenance,geometry_source_authority,geometry_source_resource,geometry_source_detail,geometry_source_year
dst_ea09cb7af8bb571daf04a7d6ce539fa0,canada_house_of_commons,federal-2023-representation-order,35095,Scarborough North,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_0dc384db997c52fea2b28156e7a5a6f9,canada_house_of_commons,federal-2023-representation-order,35096,Scarborough Southwest,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_b16ae12cf699529d9f680059c77aeaf2,canada_house_of_commons,federal-2023-representation-order,35097,Scarborough—Woburn,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_7ac4d6f2c50a5585ac79bfc6567c841f,canada_house_of_commons,federal-2023-representation-order,35100,Spadina—Harbourfront,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_8d08987be0695f09ba5560aa4fa5e265,canada_house_of_commons,federal-2023-representation-order,35105,Taiaiako'n—Parkdale—High Park,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_61ef6ce81c575fd482d9ec0939e06f71,canada_house_of_commons,federal-2023-representation-order,35109,Toronto Centre,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_8afbe17e980b5ce48dc60746fe420276,canada_house_of_commons,federal-2023-representation-order,35110,Toronto—Danforth,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_9fa4c54b57fe5cf19d388db35126bc5d,canada_house_of_commons,federal-2023-representation-order,35111,Toronto—St. Paul's,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_0097e7096a5f50c8b12a61f96e19eaf2,canada_house_of_commons,federal-2023-representation-order,35112,University—Rosedale,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_a3b5d3352e8f54adb0f28027b3f857b5,canada_house_of_commons,federal-2023-representation-order,35117,Willowdale,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_65be1ca2b5735cfb98dc5ae05782b352,canada_house_of_commons,federal-2023-representation-order,35120,York Centre,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_d5857d2badfc52f88608f3affbb3dec6,canada_house_of_commons,federal-2023-representation-order,35122,York South—Weston—Etobicoke,not_acquired,federal_district_geometry_not_acquired,EPSG:4326,,,,,,,,
dst_fb8c043921575435b459b4d56162736e,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2003,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke North; York West; York Centre; York South-Weston; Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,Ward 3 — Etobicoke North; York West; York Centre; York South-Weston; Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,derived_from_city_wards,,,,
dst_0c2083630245554b9fc3799d36b0ca71,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2003,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke Centre; Etobicoke-Lakeshore; York South-Weston; Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Don Valley West; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York; Scarborough Southwest,Ward 4 — Etobicoke Centre; Etobicoke-Lakeshore; York South-Weston; Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Don Valley West; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York; Scarborough Southwest,derived_from_city_wards,,,,
dst_93e465b3b4155597ae854dfee2fc5a1e,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2006,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke North; York West; York Centre; York South-Weston; Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,Ward 3 — Etobicoke North; York West; York Centre; York South-Weston; Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,derived_from_city_wards,,,,
dst_06c56af0f65c5e68988e14dc3aec0f22,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2006,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke Centre; Etobicoke-Lakeshore; York South-Weston; Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Don Valley West; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York; Scarborough Southwest,Ward 4 — Etobicoke Centre; Etobicoke-Lakeshore; York South-Weston; Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Don Valley West; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York; Scarborough Southwest,derived_from_city_wards,,,,
dst_75a74d20eecf5de0b5fd5d2f542fc75d,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2010,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke North; York West; York Centre; York South-Weston; Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,Ward 3 — Etobicoke North; York West; York Centre; York South-Weston; Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,derived_from_city_wards,,,,
dst_652a1b2efd7c5974b57c33612734aee6,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2010,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke Centre; Etobicoke-Lakeshore; York South-Weston; Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Don Valley West; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York; Scarborough Southwest,Ward 4 — Etobicoke Centre; Etobicoke-Lakeshore; York South-Weston; Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Don Valley West; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York; Scarborough Southwest,derived_from_city_wards,,,,
dst_118cfbe0c70e58ad99d5110745822660,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2014,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke North; Etobicoke Centre; Etobicoke-Lakeshore; York West; York Centre; York South-Weston; Parkdale-High Park; Eglinton-Lawrence; Davenport; Trinity-Spadina; St. Paul's; Willowdale; Toronto Centre-Rosedale,Ward 3 — Etobicoke North; Etobicoke Centre; Etobicoke-Lakeshore; York West; York Centre; York South-Weston; Parkdale-High Park; Eglinton-Lawrence; Davenport; Trinity-Spadina; St. Paul's; Willowdale; Toronto Centre-Rosedale,derived_from_city_wards,,,,
dst_a66d87605eb65d028513a9e79795459e,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2014,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Willowdale; Don Valley West; Toronto-Danforth; Beaches-East York; Don Valley East; Scarborough Southwest; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,Ward 4 — Willowdale; Don Valley West; Toronto-Danforth; Beaches-East York; Don Valley East; Scarborough Southwest; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,derived_from_city_wards,,,,
dst_d2798dd2c9825ed4b334a9d189804ed4,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2018,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Toronto Ouest,Ward 3 — Toronto Ouest,official,,,,
dst_b0332b2ba50c5050a8b1601ed1610df5,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2018,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Toronto Est,Ward 4 — Toronto Est,official,,,,
dst_3d4d32b0f49b5014b24b86f89d166a03,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2022,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Toronto Ouest,Ward 3 — Toronto Ouest,official,,,,
dst_ade363f00012555bab136bb35280572d,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2022,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Toronto Est,Ward 4 — Toronto Est,official,,,,
dst_ae9471944abd51f3935e19018a46a4eb,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2026,3,Ward 3 — Toronto Ouest,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Toronto Ouest,Ward 3 — Toronto Ouest,official,,,,
dst_95d47326653457a6822a65985d240bec,conseil_scolaire_catholique_monavenir,monavenir-trustee-wards-2026,4,Ward 4 — Toronto Est,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Toronto Est,Ward 4 — Toronto Est,official,,,,
dst_14ec349e17cb5484a51230881ca40886,conseil_scolaire_viamonde,viamonde-trustee-wards-2003,2,Ward 2,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Southwest; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,Ward 2 — Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Southwest; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,derived_from_city_wards,,,,
dst_8893ef8d41ce5d4aa4878773acc2b54c,conseil_scolaire_viamonde,viamonde-trustee-wards-2003,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York,Ward 3 — Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York,derived_from_city_wards,,,,
dst_eb8704c911c55423bb1b21dc93802f96,conseil_scolaire_viamonde,viamonde-trustee-wards-2003,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke North; Etobicoke Centre; Etobicoke-Lakeshore; York West; York Centre; York South-Weston; Parkdale-High Park; Eglinton-Lawrence,Ward 4 — Etobicoke North; Etobicoke Centre; Etobicoke-Lakeshore; York West; York Centre; York South-Weston; Parkdale-High Park; Eglinton-Lawrence,derived_from_city_wards,,,,
dst_7b1b9aa507cb5b228f749ab4130cf7d8,conseil_scolaire_viamonde,viamonde-trustee-wards-2006,2,Ward 2,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Southwest; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,Ward 2 — Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Southwest; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,derived_from_city_wards,,,,
dst_1629c5900dfa5dcfb2f0f01f4a3f7cf2,conseil_scolaire_viamonde,viamonde-trustee-wards-2006,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York,Ward 3 — Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York,derived_from_city_wards,,,,
dst_794b34b7222758db803bdc39aabdc267,conseil_scolaire_viamonde,viamonde-trustee-wards-2006,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke North; Etobicoke Centre; Etobicoke-Lakeshore; York West; York Centre; York South-Weston; Parkdale-High Park; Eglinton-Lawrence,Ward 4 — Etobicoke North; Etobicoke Centre; Etobicoke-Lakeshore; York West; York Centre; York South-Weston; Parkdale-High Park; Eglinton-Lawrence,derived_from_city_wards,,,,
dst_4c6be242ee5956109f6219a3704e3aa0,conseil_scolaire_viamonde,viamonde-trustee-wards-2010,2,Ward 2,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Southwest; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,Ward 2 — Eglinton-Lawrence; Willowdale; Don Valley West; Don Valley East; Scarborough Southwest; Scarborough Centre; Scarborough-Agincourt; Scarborough-Rouge River; Scarborough East,derived_from_city_wards,,,,
dst_759784817cbc594db5dc53132e4a9b72,conseil_scolaire_viamonde,viamonde-trustee-wards-2010,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York,Ward 3 — Parkdale-High Park; Davenport; Trinity-Spadina; St. Paul's; Toronto Centre-Rosedale; Toronto-Danforth; Beaches-East York,derived_from_city_wards,,,,
dst_fafae29f768c5a87855ed22ba35400d3,conseil_scolaire_viamonde,viamonde-trustee-wards-2010,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Etobicoke North; Etobicoke Centre; Etobicoke-Lakeshore; York West; York Centre; York South-Weston; Parkdale-High Park; Eglinton-Lawrence,Ward 4 — Etobicoke North; Etobicoke Centre; Etobicoke-Lakeshore; York West; York Centre; York South-Weston; Parkdale-High Park; Eglinton-Lawrence,derived_from_city_wards,,,,
dst_a0239b12e41b543d8db9beed51d915dd,conseil_scolaire_viamonde,viamonde-trustee-wards-2014,2,Ward 2,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Est,Ward 2 — Est,official,,,,
dst_b015731693da57e1a6084c1ad35b9df7,conseil_scolaire_viamonde,viamonde-trustee-wards-2014,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Centre,Ward 3 — Centre,official,,,,
dst_0be2c8d45353560594a00fef33986b3d,conseil_scolaire_viamonde,viamonde-trustee-wards-2014,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Ouest,Ward 4 — Ouest,official,,,,
dst_44fb90bf39df530abdf63fbfbb45ac2a,conseil_scolaire_viamonde,viamonde-trustee-wards-2018,2,Ward 2,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Est,Ward 2 — Est,official,,,,
dst_2b86da9d74d55ab6a69b622bfa9f8881,conseil_scolaire_viamonde,viamonde-trustee-wards-2018,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Centre,Ward 3 — Centre,official,,,,
dst_0b924bcdf5365057b792509c196b45c8,conseil_scolaire_viamonde,viamonde-trustee-wards-2018,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Ouest,Ward 4 — Ouest,official,,,,
dst_1618e9418aeb5de4b78f43a86f331699,conseil_scolaire_viamonde,viamonde-trustee-wards-2022,2,Ward 2,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Est,Ward 2 — Est,official,,,,
dst_ad7be9c81b6857b8bcb92b4670733726,conseil_scolaire_viamonde,viamonde-trustee-wards-2022,3,Ward 3,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Centre,Ward 3 — Centre,official,,,,
dst_10b02c04280153c4b3adc2d5c9edfe45,conseil_scolaire_viamonde,viamonde-trustee-wards-2022,4,Ward 4,not_acquired,school_board_district_geometry_not_acquired,EPSG:4326,,Ouest,Ward 4 — Ouest,official,,,,
